n_places;milliseconds;valid_transitions
14;75.0908;0
14;75.985;0
14;242.614;3
14;75.9883;2
14;442.295;3
14;116.542;2
14;53.7157;11
14;79.7484;0
14;77.9272;0
14;75.2732;0
14;70.3762;0
14;106.579;12
14;230.833;2
14;69.5375;0
14;149.025;2
14;60.3707;7
14;79.4462;0
14;76.071;0
14;71.5184;5
14;77.9038;0
14;73.4336;3
14;76.394;0
14;84.1441;14
14;78.4299;0
14;74.8709;2
14;76.4855;0
14;57.2019;4
14;72.3402;14
14;96.6722;17
14;63.0881;0
14;78.8192;0
14;78.9161;0
14;113.088;1
15;90.2814;0
15;3693.97;1
15;90.5881;0
15;284.879;3
15;90.2287;0
15;169.749;8
15;201.331;10
15;90.086;0
15;90.7034;0
15;62.573;13
15;158.75;6
15;90.1669;0
15;2086.1;6
15;6401.42;10
15;82.4775;5
15;144.483;3
15;50.9812;3
15;67.0335;3
15;65.0745;10
15;92.6159;0
15;63.6523;3
15;60.5907;4
15;92.6539;0
15;92.3305;0
15;92.8609;0
15;76.5838;2
15;78.4046;0
15;169.086;3
15;92.7227;0
15;129.193;5
15;106.443;7
15;68.2843;7
15;109.74;3
15;71.3077;6
15;2468.65;2
15;132.077;5
15;90.9183;5
15;92.6863;0
15;77.1729;0
15;93.0727;0
15;60.4472;4
15;92.8545;0
15;67.7183;10
15;78.5263;0
15;120.699;1
15;241.428;5
15;91.7759;0
15;87.2052;3
15;92.6281;0
15;1387.03;4
15;84.6074;7
15;70.894;5
15;1266.16;6
15;92.9082;0
15;74.6365;4
15;92.5899;0
15;56.6296;2
15;73.4614;5
15;79.7118;0
15;1262.87;3
15;59.9297;0
15;89.9827;5
15;92.482;0
15;128.096;1
15;77.7556;0
15;77.8272;0
15;340.504;0
15;1293.53;9
15;528.687;2
15;78.3065;0
15;54.3358;18
15;3996.62;4
15;185.802;3
15;79.8889;0
15;64.8114;17
15;102.356;2
15;92.5144;0
15;3663.19;3
15;67.998;3
15;710.098;8
15;220.002;3
15;269.521;1
15;92.4619;0
15;73.9797;0
15;8486.94;3
15;92.9546;0
15;92.6164;0
15;103.052;3
15;92.9902;0
15;92.3983;0
15;84.1606;6
15;170.615;5
15;77.5578;0
15;661.493;5
15;205.741;2
15;70.7684;1
15;78.2607;0
15;173.494;2
15;92.8611;0
15;3433.32;1
16;85.1777;0
16;83.196;0
