n_places;milliseconds;milliseconds_n_at_once;valid_transitions
13;49.459;49.4513;1
13;558.788;810.263;2
13;129.035;128.688;4
14;56.951;56.8719;8
14;74.8436;81.7984;4
14;54.9145;54.9467;5
14;61.2736;61.3427;5
14;91.1415;92.9518;4
14;59.0483;59.012;7
14;88.4269;92.973;2
14;151.269;154.498;5
14;294.041;175.881;8
14;77.2711;77.1977;3
14;63.4592;63.3678;2
14;43.3724;43.3975;5
14;109.901;140.276;3
14;95.7025;93.503;9
14;58.628;58.6022;5
14;63.92;63.9642;8
14;77.7936;77.7287;9
14;71.2003;71.1547;6
14;97.3893;91.1552;2
14;57.6251;60.2908;7
14;215.92;214.15;3
14;79.7897;62.9179;4
14;115.774;175.955;4
14;65.5434;65.4253;9
14;79.8112;79.8603;4
14;74.7005;74.7198;6
14;496.555;633.769;6
14;118.545;118.503;8
14;94.2079;262.402;2
14;58.7814;58.8074;4
14;58.6804;58.6866;6
14;73.5992;72.7411;3
14;73.3357;73.3159;8
14;69.1314;69.0946;4
14;104.826;198.433;3
14;80.9068;80.8954;4
14;59.3953;59.3375;2
14;56.1193;135.43;3
14;89.1624;89.1068;2
14;115.431;120.345;2
14;71.7702;71.736;6
14;104.685;81.8109;3
14;208.958;172.772;12
14;434.787;792.469;4
14;66.035;66.5007;4
14;47.7429;47.7504;0
14;93.491;95.0459;2
14;72.7381;72.7754;4
14;51.8071;51.7682;6
14;62.4289;65.2978;6
14;81.2072;88.7623;0
14;83.6975;83.6166;7
14;72.2697;72.2735;1
14;82.07;82.0633;4
14;852.075;95.9678;1
14;90.0584;359.719;4
14;85.7642;150.418;5
14;97.9254;100.136;2
14;73.5208;73.3921;0
14;65.3225;91.0109;6
14;135.595;136.524;6
14;799.158;852.397;7
14;103.297;105.199;10
14;122.313;426.541;4
14;104.158;103.194;3
14;95.7471;96.2437;2
14;1321.42;1441.48;5
14;85.4712;83.4493;6
14;66.9333;66.9074;9
14;68.3503;68.2761;2
14;126.357;137.932;4
14;272.762;275.207;7
14;88.0283;106.747;4
14;60.6433;60.6432;9
14;85.5212;82.6171;2
14;44.5445;44.5405;3
14;58.1075;57.771;4
14;81.0192;81.0215;7
14;1173.49;748.991;5
14;58.7527;58.6912;6
14;58.6493;58.6979;2
14;74.1628;59.8683;4
14;65.5582;65.5753;1
14;71.2309;66.8736;4
14;70.0125;71.9843;8
14;75.5416;75.6681;5
14;42.2068;42.1506;0
14;58.0487;67.7164;2
14;1143.82;140.107;6
14;59.7603;59.7653;2
14;71.2526;71.293;1
14;65.6238;65.6656;9
14;81.2787;87.5582;6
14;116.903;118.772;3
14;41.411;41.3833;2
14;49.3096;49.2614;2
14;77.4417;77.4528;14
14;81.7289;163.645;6
14;95.5059;95.5733;10
14;79.4269;79.4317;8
15;75.5522;75.5236;9
15;126.962;89.6594;5
15;109.854;110.117;7
15;162.765;158.701;4
15;526.225;368.039;4
15;76.0495;76.004;3
15;524.845;1659.43;9
15;111.565;109.211;6
15;317.103;602.26;6
15;105.721;106.463;5
15;103.371;121.465;6
15;95.6925;95.6971;4
15;95.7606;95.6851;13
15;87.5613;165.888;4
15;161.988;157.654;6
15;63.5737;63.5992;6
15;118.127;116.724;9
15;99.5926;100.432;6
15;65.9206;65.9438;3
15;98.2393;98.1269;5
15;73.7738;73.6406;2
15;597.294;1085.63;4
15;92.9147;92.9327;9
15;132.34;93.791;6
15;73.6633;73.6165;5
15;80.5895;80.6022;6
15;77.7751;77.6325;9
15;59.103;59.1082;3
15;62.978;63.0153;10
15;90.2793;90.128;4
15;68.9091;69.1876;3
15;72.3081;72.2831;5
15;66.466;66.4896;5
15;119.24;133.289;8
15;54.4799;54.4894;4
15;85.2651;85.9679;1
15;57.4278;57.4613;3
15;444.877;459.876;3
15;93.1933;98.6536;8
15;204.855;112.75;8
15;376.421;395.967;4
15;75.7834;75.7551;8
15;350.541;827.526;1
15;71.7996;76.5248;13
15;96.2027;96.1412;6
15;421.105;652.526;6
15;69.7189;83.659;2
15;63.2688;63.2732;3
15;106.157;106.41;6
15;102.282;92.711;6
15;400.646;529.087;5
15;119.753;251.281;5
15;62.2762;62.2123;8
15;57.2175;61.7115;5
15;70.7633;71.5086;9
15;79.0823;79.1255;11
15;112.119;96.6559;5
15;79.0699;78.6698;7
15;67.9028;67.8932;7
15;68.1951;68.1686;5
15;92.5401;92.6225;8
15;69.4611;69.3234;3
15;91.4415;94.4696;5
15;96.1201;79.1329;9
15;61.2708;61.3432;4
15;122.46;268.188;6
15;103.58;107.02;9
15;99.318;132.428;5
15;186.436;1384.44;2
15;79.3308;95.1573;3
15;248.954;443.368;2
15;470.567;766.749;6
15;62.8106;62.6632;6
15;188.696;2270.58;4
15;727.587;872.867;5
15;583.179;397.863;2
15;118.654;173.195;10
15;68.9581;68.9718;9
15;65.5609;65.5826;5
15;76.6475;76.591;6
15;76.5474;98.8495;4
15;252.036;654.227;2
15;114.718;105.564;6
15;107.687;93.0579;10
15;79.9855;79.8387;7
15;120.003;119.905;7
15;160.537;248.654;2
15;79.0299;78.9672;4
15;153.506;92.5501;7
15;2286.86;7148.9;1
15;64.6254;65.448;3
15;62.256;62.2034;3
15;85.8844;85.3065;6
15;67.0431;66.9906;3
15;87.0314;87.0315;4
15;86.833;86.5973;9
15;77.9241;86.0667;7
15;717.699;694.932;7
15;77.2094;77.1547;2
15;111.799;111.036;6
16;63.5669;63.5704;6
16;62.1364;62.106;8
16;89.4584;90.3735;11
16;117.977;117.713;7
16;155.274;259.173;5
16;73.8866;73.9399;8
16;86.4882;86.4399;6
16;144.611;96.7016;9
16;96.6977;96.6744;8
16;82.0475;82.0938;13
16;114.752;146.707;4
16;114.046;86.231;6
16;71.5874;71.5327;1
16;80.027;79.9628;10
16;110.263;211.136;4
16;72.5444;72.7583;6
16;95.4694;95.5333;2
16;74.1879;74.2476;10
16;152.875;152.824;4
16;74.318;74.3508;4
16;70.8012;70.7911;6
16;79.13;79.1055;4
16;64.3795;65.2616;3
16;75.215;85.554;3
16;95.0033;96.3627;8
16;218.179;218.201;1
16;146.51;226.746;9
16;148.748;146.095;3
16;74.2276;79.8632;6
16;66.3804;66.4074;9
16;87.6286;87.548;7
16;93.5867;115.24;2
16;330.244;233.841;8
16;137.951;137.117;2
16;231.974;232.272;5
16;134.832;112.651;8
16;77.0369;77.0446;4
16;131.279;131.117;5
16;143.617;341.084;4
16;350.668;423.478;1
16;78.2879;78.2729;6
16;76.8597;83.1198;9
16;136.163;115.102;5
16;90.1176;81.5126;4
16;69.8563;69.8204;4
16;72.9199;72.9014;5
16;119.824;105.564;1
16;79.0121;78.9881;11
16;64.8096;64.7823;3
16;74.4473;64.5252;4
16;62.3938;62.415;9
16;93.6991;95.0309;5
16;77.2879;77.3158;5
16;80.3201;74.2272;4
16;69.116;70.8949;5
16;76.0374;76.0597;4
16;499.307;495.61;3
16;91.1121;117.095;3
16;68.7573;68.7995;7
16;73.1505;73.1781;9
16;78.7817;78.683;3
16;125.906;126.901;5
16;83.6142;83.5028;8
16;215.383;144.686;1
16;64.9707;64.9816;4
16;86.3333;86.3871;5
16;65.7094;67.3429;3
16;61.8411;62.012;5
16;372.777;230.803;4
16;92.2399;92.2381;1
16;149.393;296.365;11
16;75.5663;75.4152;6
16;283.454;293.555;6
16;73.1777;73.1321;9
16;92.3782;93.876;9
16;80.0342;80.0535;11
16;87.3167;96.9273;7
16;289.379;116.968;7
16;253.933;253.798;2
16;63.684;72.3733;3
16;107.742;111.599;11
16;91.8283;110.592;8
16;84.7423;84.7436;7
16;96.5032;96.3693;4
16;119.415;142.185;5
16;80.1169;84.4617;11
16;756.062;751.848;8
16;120.425;120.243;8
16;166.957;115.709;4
16;729.797;782.663;2
16;98.027;97.9694;12
16;363.722;363.979;7
16;131.894;70.9279;2
16;975.793;985.97;1
16;247.197;302.109;5
16;122.18;122.16;4
16;119.282;119.152;8
16;75.0987;79.4444;5
16;120.027;121.301;9
16;77.7455;77.7184;10
17;111.189;110.409;8
17;104.408;104.275;9
17;61.8304;61.8161;3
17;326.58;326.407;4
17;90.3324;86.7547;6
17;250.835;354.609;3
17;181.548;295.971;8
17;108.878;108.858;7
17;569.742;487.015;8
17;170.689;175.839;3
17;163.939;150.921;12
17;120.365;122.137;8
17;145.879;148.647;2
17;101.119;101.145;4
17;1157.85;1164.06;4
17;93.4488;93.4594;7
17;74.7934;74.7301;5
17;66.7432;66.6583;8
17;70.3804;70.233;5
17;101.821;100.49;9
17;73.1866;73.063;6
17;79.3589;129.279;7
17;95.9178;95.6127;4
17;96.0905;95.7915;6
17;83.4636;90.9367;5
17;1160.65;1032.56;0
17;5010.47;2449.64;7
17;139.079;278.358;9
17;70.0293;70.7067;9
17;622.252;143.446;7
17;57.3682;57.3018;6
17;855.692;445.787;6
17;75.897;75.8593;2
17;77.9264;84.066;5
17;79.4741;79.3859;3
17;543.455;673.802;3
17;381.29;256.322;7
17;85.4088;85.2701;5
17;118.836;122.552;6
17;67.4235;67.4101;6
17;66.5974;64.2983;5
17;68.9642;71.657;5
17;409.179;231.906;6
17;70.5406;73.4338;5
17;77.9236;77.91;6
17;73.6943;90.1331;1
17;152.797;125.697;11
17;164.016;166.439;7
17;159.641;162.873;5
17;342.52;341.759;10
17;64.8502;64.7554;4
17;458.178;289.844;7
17;140.89;146.002;6
17;81.2835;89.5128;4
17;71.301;71.2645;5
17;75.8244;136.315;6
17;70.2338;70.2582;3
17;75.5525;75.4981;10
17;71.0432;70.9887;7
17;68.0543;68.0007;10
17;71.8916;71.7953;6
17;172.238;172.173;3
17;454.214;455.57;3
17;71.1359;71.0805;7
17;195.045;932.184;9
17;86.6105;86.5026;6
17;119.833;96.6729;4
17;74.272;74.2308;9
17;72.7506;72.6852;2
17;91.081;90.9321;5
17;96.8854;96.8234;4
17;77.2747;77.2539;6
17;78.4847;78.4451;10
17;71.3811;75.3423;2
17;59.3196;59.2457;2
17;105.734;92.5724;9
17;88.581;88.5499;6
17;64.9229;65.1772;2
17;109.972;104.705;5
17;94.7415;98.985;4
17;84.4871;84.4297;11
17;229.636;275.256;3
17;110.187;103.239;7
17;75.7683;75.6437;10
17;59.832;59.7269;2
17;121.513;198.245;7
17;74.5132;74.3424;3
17;84.9364;83.921;5
17;111.961;112.57;4
17;388.554;285.692;3
17;184.851;191.452;5
17;135.887;123.869;2
17;97.2797;120.937;6
17;169.831;166.926;3
17;82.9726;82.906;2
17;82.2897;82.333;9
17;561.161;150.056;4
17;594.582;328.532;2
17;103.008;103.048;5
17;451.52;339.238;4
18;116.646;116.592;6
18;233.639;142.494;10
18;82.133;81.7053;10
18;129.122;129.104;3
18;89.3918;89.3915;11
18;82.3632;89.7595;12
18;72.5425;72.4388;9
18;108.65;368.766;2
18;85.4045;148.146;5
18;83.7069;84.0638;4
18;87.5357;87.5814;9
18;80.8582;80.808;9
18;120.65;112.903;3
18;206.469;209.483;6
18;225.795;332.527;2
18;90.3114;96.9124;8
18;87.2177;87.1833;13
