n_places;milliseconds;milliseconds_n_at_once;valid_transitions
18;80.4569;81.1152;13
18;1718.73;173.266;4
18;94.7789;94.0964;4
18;106.286;106.23;4
18;98.4371;98.3508;6
18;102.811;98.6853;6
18;130.424;231.373;6
18;68.6021;68.6439;6
18;164.831;154.055;10
18;8448.82;422.582;5
18;167.834;124.829;3
19;124.063;124.061;3
19;179.983;393.212;3
19;232.584;337.524;8
19;103.03;127.048;10
19;76.286;75.3106;4
19;112.097;111.378;7
19;117.464;117.228;8
19;78.4165;78.8598;13
19;89.6083;89.5478;8
19;223.258;172.17;6
19;497.739;168.772;14
19;62.3284;64.543;3
19;83.3967;83.3389;4
19;155.679;155.625;8
19;92.2787;92.1371;7
19;95.8071;347.205;4
19;235.571;233.679;4
19;114.076;113.885;8
19;127.223;146.391;7
19;79.0722;80.4678;7
19;96.2537;96.1829;1
19;147.455;772.463;4
19;82.4464;82.369;7
19;178.309;143.794;11
19;110.518;120.338;4
19;98.7511;98.5093;10
19;113.065;141.593;7
19;88.3943;88.2616;5
19;108.048;92.2412;5
19;140.636;241.274;7
19;90.4275;90.3932;7
19;87.1687;86.8982;1
19;100.532;111.312;8
19;81.4524;81.2682;3
19;105.381;106.386;6
19;285.875;346.857;4
19;101.806;101.761;9
19;2251.05;1234.8;1
19;130.772;147.1;4
19;166.85;171.209;2
19;122.382;129.237;6
19;105.827;105.372;4
19;310.254;231.848;1
19;86.1574;147.514;8
19;71.7452;71.6053;6
19;105.172;105.099;7
19;114.244;110.669;6
19;226.203;260.098;8
19;76.6395;76.5353;3
19;191.607;191.424;9
19;473.551;186.048;4
19;522.971;369.137;10
19;274.135;277.844;6
19;1712.8;155.018;8
19;68.0907;68.0007;6
19;80.8962;86.8575;7
19;100.349;100.196;10
19;82.6024;89.6527;6
19;78.0685;812.591;1
19;78.2199;78.1502;3
19;67.4844;101.503;6
19;4831.24;34856.6;8
19;1102.15;199.442;3
19;71.479;71.4663;7
19;141.198;296.331;1
19;104.761;117.303;4
19;157.735;156.828;2
19;88.9546;78.7873;5
19;101.969;136.484;7
19;183.747;183.47;1
19;89.2046;89.1675;10
19;615.378;565.009;5
19;151.66;160.676;10
19;246.219;252.408;2
19;73.044;72.8906;7
19;80.7321;80.6568;5
19;95.6353;95.4715;5
19;232.255;286.894;4
19;112.384;123.125;1
19;530.109;437.551;1
