n_places;milliseconds;valid_transitions
13;141.174;3
13;104.717;8
13;119.414;5
13;116.293;3
13;392.501;3
13;124.454;0
13;100.666;4
13;118.086;4
13;123.046;10
13;87.7187;9
13;88.9531;1
13;194.852;3
13;158.659;1
13;1173.23;1
13;111.563;0
13;794.59;2
13;393.628;2
13;176.152;5
13;108.215;5
13;107.672;5
13;82.1723;4
13;122.697;6
13;59.7092;3
13;178.793;4
13;110.762;1
13;451.442;4
13;116.196;3
13;661.693;1
13;69.7414;5
13;99.4731;4
13;978.378;5
13;484.343;5
13;469.715;0
13;92.918;6
13;109.983;4
13;792.118;3
13;229.969;4
13;204.886;5
13;89.7022;3
13;110.57;8
13;192.264;5
13;87.9149;8
13;102.154;2
13;90.7882;7
13;88.8197;4
13;179.86;1
13;90.1475;7
13;230.278;3
13;110.547;4
13;73.1661;10
13;55.5489;4
13;399.711;1
13;140.372;2
13;1114.25;2
13;119.85;6
13;516.648;8
13;111.385;4
13;156.965;5
13;120.006;3
13;178.668;9
13;76.7891;10
13;107.637;3
13;1248.93;1
13;109.169;7
13;122.041;5
13;315.682;3
13;71.34;2
13;112.655;6
13;97.5511;5
13;106.296;4
14;1381.42;10
14;84.836;1
14;98.7506;3
14;123.822;5
14;116.558;8
14;515.392;0
14;114.811;8
14;678.321;8
14;78.4729;1
14;169.282;1
14;146.925;3
14;108.312;3
14;114.873;4
14;2051.82;4
14;138.679;6
14;216.44;9
14;88.891;6
14;268.104;4
14;268.453;2
14;227.258;5
14;80.4895;9
14;1140.11;4
14;95.67;7
14;739.608;6
14;128.455;4
14;174.885;8
14;127.676;8
14;88.7701;7
14;82.9401;9
14;81.3804;9
14;117.143;8
14;171.375;2
14;167.645;5
14;87.8459;4
14;2784.89;7
14;86.4751;5
14;95.1179;5
14;85.6034;2
14;96.5836;0
14;100.818;5
14;90.8664;3
14;427.236;3
14;119.866;7
14;212.164;5
14;70.5009;2
14;77.6521;1
14;531.713;4
14;146.945;6
14;131.488;4
14;219.929;4
14;197.614;5
14;205.261;6
14;522.127;2
14;95.6578;11
14;463.887;4
14;84.6095;4
14;139.631;1
14;108.661;6
14;112.928;12
14;9300.32;2
14;126.549;6
14;222.344;7
14;77.8762;6
14;100.668;4
