n_places;milliseconds;valid_transitions
14;3137.08;2
14;152.848;4
14;113.394;7
14;58.7499;2
14;52.1224;2
14;120.39;2
14;77.7277;5
14;80.7192;6
14;55.1834;0
14;75.6487;9
14;491.824;3
14;77.0565;9
14;77.5649;9
14;68.7124;5
14;217.792;5
14;68.6263;5
14;1193.75;1
14;57.8308;4
14;347.102;1
14;70.235;6
14;97.4664;3
14;197.206;3
14;241.478;5
14;149.499;6
14;93.2981;5
14;105.944;4
14;69.0008;6
14;161.983;3
14;2674.83;4
14;5718.95;6
14;131.355;8
14;69.241;7
14;629.409;2
14;136.189;2
14;88.0388;5
14;65.3459;4
14;1282.76;4
14;7954.6;0
14;157.882;3
14;65.4352;8
14;81.3488;8
14;78.0368;6
14;90.5632;8
14;3313.36;2
14;158.584;5
14;99.4262;9
14;76.9218;6
14;3471.56;5
14;52.8367;1
15;240.234;4
15;85.1359;4
15;108.081;3
15;182.955;5
15;127.693;2
15;481.052;4
15;5130.03;4
15;120.668;6
15;2955.7;2
15;711.836;5
15;67.3394;7
15;253.694;8
15;63.5576;5
15;173.085;4
15;136.057;5
15;189.006;4
15;74.4734;9
15;1561.66;5
15;1186.7;4
15;63.3819;4
15;92.9147;7
15;970.139;3
15;234.864;6
15;974.258;3
15;183.005;11
15;68.6307;8
15;62.5768;9
15;60.388;7
15;17375;5
15;81.8129;10
15;1843.01;9
15;65.3522;4
15;84.6816;1
15;546.507;3
15;94.2553;3
15;152.751;7
15;76.5;7
15;185.61;9
15;295.358;7
15;94.1062;13
15;3191.09;9
15;65.8416;8
15;80.3796;8
15;263.213;6
15;134.853;7
15;82.5714;10
15;69.2145;3
15;97.9748;4
15;282.623;6
15;225.288;3
15;80.7297;7
15;67.8431;1
15;72.6209;10
15;206.264;9
15;62.8248;4
15;342.941;6
15;1230.01;2
15;1599.44;0
15;64.3954;12
15;52.6868;4
15;88.337;5
15;2627.32;6
15;86.1822;4
15;3442.02;3
15;158.207;5
15;65.8994;5
15;91.7083;8
15;188.145;1
15;201.651;6
15;85.0982;15
15;175.822;5
15;3537.92;1
15;2169.48;2
15;675.625;6
15;86.7839;9
15;81.4432;2
15;591.828;2
15;267.795;8
15;76.378;2
15;74.2687;9
15;1321.66;5
15;88.4458;6
15;351.34;6
15;461.347;2
15;1848.54;3
15;237.819;9
15;4554.29;4
15;110.231;6
15;215.907;2
15;304.154;2
15;62.8074;8
15;91.4251;1
15;112.973;6
15;2504.28;6
15;221.782;3
15;1593.95;4
15;2685.75;1
15;105.591;5
15;128.491;6
15;1754.29;5
16;68.2954;6
16;65.9315;1
16;98.289;11
16;161.636;5
16;95.1184;7
16;1422.28;6
16;1567.75;4
16;94.1137;5
16;3623.39;3
16;13279.1;6
16;692.574;1
16;978.671;9
16;131.29;4
16;183.878;6
16;96.5856;7
16;174.507;2
16;354.524;10
16;142.009;5
16;349.057;10
16;78.9462;11
16;60.5422;8
16;736.568;7
16;6017.61;8
16;14777.5;4
16;69.5007;12
16;145.673;5
16;65.4974;4
16;1070.96;4
16;98.17;9
16;2269.86;3
16;2156.47;5
16;102.577;7
16;81.3037;8
16;72.7157;10
16;104.616;8
16;34327.8;2
16;145.686;9
16;318.401;3
16;89.8144;7
16;2971.05;2
16;62.999;4
16;4911.86;2
16;839.237;3
16;1192.09;3
16;69.6306;4
16;293.269;6
16;302.204;3
16;506.024;9
16;3277.4;4
16;85.5801;9
16;753.844;5
16;1770.66;4
16;69.9642;4
16;2868.96;5
16;106.016;7
16;116.318;9
16;89.2725;3
16;75.9145;6
16;277.424;5
16;113.495;8
16;73.2461;5
16;1504.72;5
16;211.095;7
16;155.463;4
16;84.6216;5
16;59.5568;5
16;2436.27;5
16;5665.86;4
16;59.4251;7
16;923.534;9
16;98.8218;4
16;474.415;3
16;2068.36;4
16;114.52;5
16;71.0042;8
16;90.6177;7
16;70.4328;11
16;214.986;10
16;3577.38;3
16;5331.65;2
16;71.8935;13
16;425.62;3
