n_places;milliseconds;milliseconds_n_at_once;valid_transitions
20;188.369;190.07;16
20;85.3211;88.4962;12
20;99.1538;157.571;8
20;73.6676;73.5189;9
20;83.1568;724.324;25
20;257.181;559.466;7
20;4554.77;3474.37;3
20;92.2451;92.2062;15
20;82.3769;82.3215;28
20;81.8926;77.4036;11
20;125.346;106.643;10
20;70.8639;72.4617;7
20;673.975;1700.28;6
20;117.441;137.313;4
20;769.135;1058.04;3
20;122.883;135.57;9
20;94.4096;94.3447;8
20;96.2285;206.335;13
20;96.8289;92.8575;13
20;80.9528;80.9687;18
20;98.742;98.5938;21
20;588.928;593.249;4
20;82.3481;82.2003;15
20;86.0936;90.0072;7
20;327.091;326.969;9
20;94.4528;75.8481;7
20;90.6617;80.6382;12
20;152.823;152.778;8
20;84.9926;85.0006;18
20;72.9796;72.9343;2
20;121.214;146.354;16
20;96.2184;94.6446;15
20;93.1332;92.5655;3
20;15103.4;518.692;7
20;86.0444;85.3537;24
20;132.679;112.377;7
20;105.354;105.183;18
20;68.0955;69.8797;9
20;199.416;171.874;18
20;140.298;101.304;3
20;118.481;170.06;10
20;90.6114;89.494;6
20;131.641;131.73;17
20;518.304;150.662;15
20;82.6839;81.5083;18
20;89.0718;90.4285;20
20;234.964;236.745;11
20;96.9592;96.1559;4
20;81.833;81.2597;19
20;69.8024;74.5935;15
20;326.688;218.237;11
20;68.1292;67.9543;6
20;75.4016;75.923;7
20;257.036;174.726;14
20;108.298;108.138;2
20;112.081;109.701;11
20;125.88;122.078;6
20;85.4312;85.3824;3
20;208.23;229.508;11
20;91.7735;91.8096;11
20;82.8441;93.5582;20
20;86.4643;98.8832;8
20;89.3533;89.3243;23
20;79.9526;79.9924;12
